reading uai file ../../../data//deer_rescaled_0034.K20.F100.model.uai
done reading uai file
normalizing #tables=1830
prob.avg_domain_size=21
prob.N=1
param.rho=1
param.eta=1
@0: T=60, n=781830, nf=0, m=0, me=74400
iter=0, #inner=1, relaxed-p-obj=nan, decoded_t=8115.652, best_decoded=8115.652, eta=1, p_inf=2.1e+02, d_inf=2e+03, gap=nan, nnz=144081(0.22), time=0.51
iter=47060, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00011, gap=nan, nnz=34012(0.068), time=8.1e+03
iter=47065, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00012, gap=nan, nnz=33979(0.068), time=8.1e+03
iter=47070, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00015, gap=nan, nnz=33989(0.068), time=8.1e+03
iter=47075, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00013, gap=nan, nnz=33980(0.068), time=8.1e+03
iter=47080, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=9.9e-05, gap=nan, nnz=33991(0.068), time=8.1e+03
iter=47085, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=8.8e-05, gap=nan, nnz=33997(0.068), time=8.1e+03
iter=47090, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=9.9e-05, gap=nan, nnz=33994(0.068), time=8.1e+03
iter=47095, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00013, gap=nan, nnz=33997(0.068), time=8.1e+03
iter=47100, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00012, gap=nan, nnz=33998(0.068), time=8.1e+03
iter=47105, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00012, gap=nan, nnz=34001(0.068), time=8.1e+03
iter=47110, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=9e-05, gap=nan, nnz=33983(0.068), time=8.1e+03
iter=47115, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.5e-05, gap=nan, nnz=33964(0.068), time=8.1e+03
iter=47120, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5.6e-05, gap=nan, nnz=33993(0.068), time=8.1e+03
iter=47125, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.0001, gap=nan, nnz=34013(0.068), time=8.1e+03
iter=47130, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=9.1e-05, gap=nan, nnz=34018(0.068), time=8.1e+03
iter=47135, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=8.3e-05, gap=nan, nnz=34022(0.068), time=8.1e+03
iter=47140, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=9.9e-05, gap=nan, nnz=34009(0.068), time=8.1e+03
iter=47145, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00011, gap=nan, nnz=34025(0.068), time=8.1e+03
iter=47150, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=8.6e-05, gap=nan, nnz=34016(0.068), time=8.1e+03
iter=47155, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.5e-05, gap=nan, nnz=34011(0.068), time=8.1e+03
iter=47160, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.7e-05, gap=nan, nnz=34008(0.068), time=8.1e+03
iter=47165, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00012, gap=nan, nnz=34020(0.068), time=8.1e+03
iter=47170, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=8.4e-05, gap=nan, nnz=34020(0.068), time=8.1e+03
iter=47175, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=9e-05, gap=nan, nnz=34055(0.068), time=8.1e+03
iter=47180, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00011, gap=nan, nnz=34032(0.068), time=8.1e+03
iter=47185, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00011, gap=nan, nnz=34047(0.068), time=8.1e+03
iter=47190, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=8.7e-05, gap=nan, nnz=34053(0.068), time=8.1e+03
iter=47195, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=8.3e-05, gap=nan, nnz=34078(0.068), time=8.1e+03
iter=47200, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.6e-05, gap=nan, nnz=34059(0.068), time=8.1e+03
iter=47205, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.1e-05, gap=nan, nnz=34078(0.068), time=8.1e+03
iter=47210, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.5e-05, gap=nan, nnz=34067(0.068), time=8.1e+03
iter=47215, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.9e-05, gap=nan, nnz=34058(0.068), time=8.1e+03
iter=47220, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.2e-05, gap=nan, nnz=34054(0.068), time=8.1e+03
iter=47225, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.0001, gap=nan, nnz=34037(0.068), time=8.1e+03
iter=47230, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.0001, gap=nan, nnz=34048(0.068), time=8.1e+03
iter=47235, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00012, gap=nan, nnz=34062(0.068), time=8.1e+03
iter=47240, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00014, gap=nan, nnz=34091(0.068), time=8.1e+03
iter=47245, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00013, gap=nan, nnz=34089(0.068), time=8.1e+03
iter=47250, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=9.8e-05, gap=nan, nnz=34104(0.068), time=8.1e+03
iter=47255, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=7.3e-05, gap=nan, nnz=34118(0.068), time=8.1e+03
iter=47260, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=5.4e-05, gap=nan, nnz=34123(0.068), time=8.1e+03
iter=47265, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00011, gap=nan, nnz=34132(0.068), time=8.1e+03
iter=47270, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=8.6e-05, gap=nan, nnz=34125(0.068), time=8.1e+03
iter=47275, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=9.8e-05, gap=nan, nnz=34112(0.068), time=8.1e+03
iter=47280, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.9e-05, gap=nan, nnz=34100(0.068), time=8.1e+03
iter=47285, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=9.6e-05, gap=nan, nnz=34109(0.068), time=8.1e+03
iter=47290, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.4e-05, gap=nan, nnz=34110(0.068), time=8.1e+03
iter=47295, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=6.8e-05, gap=nan, nnz=34114(0.068), time=8.1e+03
iter=47300, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=9.9e-05, gap=nan, nnz=34124(0.068), time=8.1e+03
iter=47305, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.9e-05, gap=nan, nnz=34120(0.068), time=8.2e+03
iter=47310, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5.6e-05, gap=nan, nnz=34142(0.068), time=8.2e+03
iter=47315, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=6.1e-05, gap=nan, nnz=34154(0.068), time=8.2e+03
iter=47320, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=6.5e-05, gap=nan, nnz=34150(0.068), time=8.2e+03
iter=47325, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5.6e-05, gap=nan, nnz=34148(0.068), time=8.2e+03
iter=47330, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=4.4e-05, gap=nan, nnz=34156(0.068), time=8.2e+03
iter=47335, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=4.5e-05, gap=nan, nnz=34148(0.068), time=8.2e+03
iter=47340, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7e-05, gap=nan, nnz=34138(0.068), time=8.2e+03
iter=47345, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=4e-05, gap=nan, nnz=34139(0.068), time=8.2e+03
iter=47350, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=4.8e-05, gap=nan, nnz=34139(0.068), time=8.2e+03
iter=47355, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=6e-05, gap=nan, nnz=34142(0.068), time=8.2e+03
iter=47360, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7.1e-05, gap=nan, nnz=34141(0.068), time=8.2e+03
iter=47365, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=5.4e-05, gap=nan, nnz=34143(0.068), time=8.2e+03
iter=47370, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=6e-05, gap=nan, nnz=34123(0.068), time=8.2e+03
iter=47375, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=9.5e-05, gap=nan, nnz=34114(0.068), time=8.2e+03
iter=47380, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=6.4e-05, gap=nan, nnz=34133(0.068), time=8.2e+03
iter=47385, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=5.9e-05, gap=nan, nnz=34142(0.068), time=8.2e+03
iter=47390, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=6.9e-05, gap=nan, nnz=34169(0.068), time=8.2e+03
iter=47395, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=5.1e-05, gap=nan, nnz=34184(0.068), time=8.2e+03
iter=47400, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=5.6e-05, gap=nan, nnz=34186(0.068), time=8.2e+03
iter=47405, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=6.5e-05, gap=nan, nnz=34169(0.068), time=8.2e+03
iter=47410, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=7.3e-05, gap=nan, nnz=34090(0.068), time=8.2e+03
iter=47415, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=8.7e-05, gap=nan, nnz=34111(0.068), time=8.2e+03
iter=47420, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=8.2e-05, gap=nan, nnz=34116(0.068), time=8.2e+03
iter=47425, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5.1e-05, gap=nan, nnz=34123(0.068), time=8.2e+03
iter=47430, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=4.9e-05, gap=nan, nnz=34131(0.068), time=8.2e+03
iter=47435, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5e-05, gap=nan, nnz=34132(0.068), time=8.2e+03
iter=47440, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5.3e-05, gap=nan, nnz=34146(0.068), time=8.2e+03
iter=47445, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5.6e-05, gap=nan, nnz=34129(0.068), time=8.2e+03
iter=47450, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00018, gap=nan, nnz=34100(0.068), time=8.2e+03
iter=47455, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00012, gap=nan, nnz=34049(0.068), time=8.2e+03
iter=47460, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00011, gap=nan, nnz=34035(0.068), time=8.2e+03
iter=47465, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00011, gap=nan, nnz=34034(0.068), time=8.2e+03
iter=47470, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=9.7e-05, gap=nan, nnz=34041(0.068), time=8.2e+03
iter=47475, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=9.4e-05, gap=nan, nnz=34070(0.068), time=8.2e+03
iter=47480, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=8.2e-05, gap=nan, nnz=34064(0.068), time=8.2e+03
iter=47485, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=7e-05, gap=nan, nnz=34082(0.068), time=8.2e+03
iter=47490, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00093, d_inf=9.3e-05, gap=nan, nnz=34098(0.068), time=8.2e+03
iter=47495, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00093, d_inf=9.2e-05, gap=nan, nnz=34070(0.068), time=8.2e+03
iter=47500, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00093, d_inf=7.1e-05, gap=nan, nnz=34104(0.068), time=8.2e+03
iter=47505, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00093, d_inf=6.3e-05, gap=nan, nnz=34087(0.068), time=8.2e+03
iter=47510, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00093, d_inf=6.8e-05, gap=nan, nnz=34067(0.068), time=8.2e+03
iter=47515, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=8.9e-05, gap=nan, nnz=34069(0.068), time=8.2e+03
iter=47520, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00011, gap=nan, nnz=34065(0.068), time=8.2e+03
iter=47525, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00012, gap=nan, nnz=34094(0.068), time=8.2e+03
iter=47530, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=6.9e-05, gap=nan, nnz=34094(0.068), time=8.2e+03
iter=47535, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5.3e-05, gap=nan, nnz=34141(0.068), time=8.2e+03
iter=47540, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=4.9e-05, gap=nan, nnz=34134(0.068), time=8.2e+03
iter=47545, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=5.2e-05, gap=nan, nnz=34152(0.068), time=8.2e+03
iter=47550, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=6.1e-05, gap=nan, nnz=34163(0.068), time=8.2e+03
iter=47555, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=5.2e-05, gap=nan, nnz=34149(0.068), time=8.2e+03
iter=47560, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=5.2e-05, gap=nan, nnz=34140(0.068), time=8.2e+03
iter=47565, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.0002, gap=nan, nnz=34037(0.068), time=8.2e+03
iter=47570, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00031, gap=nan, nnz=33934(0.068), time=8.2e+03
iter=47575, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00062, gap=nan, nnz=33826(0.068), time=8.2e+03
iter=47580, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.0006, gap=nan, nnz=33768(0.068), time=8.2e+03
iter=47585, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00065, gap=nan, nnz=33742(0.068), time=8.2e+03
iter=47590, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00025, gap=nan, nnz=33648(0.068), time=8.2e+03
iter=47595, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00032, gap=nan, nnz=33626(0.068), time=8.2e+03
iter=47600, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00033, gap=nan, nnz=33626(0.068), time=8.2e+03
iter=47605, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00039, gap=nan, nnz=33580(0.068), time=8.2e+03
iter=47610, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00045, gap=nan, nnz=33597(0.068), time=8.2e+03
iter=47615, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.0003, gap=nan, nnz=33664(0.068), time=8.2e+03
iter=47620, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00012, gap=nan, nnz=33692(0.068), time=8.2e+03
iter=47625, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.0002, gap=nan, nnz=33662(0.068), time=8.2e+03
iter=47630, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.0003, gap=nan, nnz=33646(0.068), time=8.2e+03
iter=47635, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00041, gap=nan, nnz=33616(0.068), time=8.2e+03
iter=47640, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00034, gap=nan, nnz=33623(0.068), time=8.2e+03
iter=47645, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00032, gap=nan, nnz=33624(0.068), time=8.2e+03
iter=47650, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00046, gap=nan, nnz=33675(0.068), time=8.2e+03
iter=47655, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00036, gap=nan, nnz=33672(0.068), time=8.2e+03
iter=47660, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00019, gap=nan, nnz=33667(0.068), time=8.2e+03
iter=47665, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00025, gap=nan, nnz=33639(0.068), time=8.2e+03
iter=47670, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00024, gap=nan, nnz=33594(0.068), time=8.2e+03
iter=47675, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00026, gap=nan, nnz=33635(0.068), time=8.2e+03
iter=47680, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.0003, gap=nan, nnz=33676(0.068), time=8.2e+03
iter=47685, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00028, gap=nan, nnz=33716(0.068), time=8.2e+03
iter=47690, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00023, gap=nan, nnz=33782(0.068), time=8.2e+03
iter=47695, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00022, gap=nan, nnz=33770(0.068), time=8.2e+03
iter=47700, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00012, gap=nan, nnz=33846(0.068), time=8.2e+03
iter=47705, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00011, gap=nan, nnz=33814(0.068), time=8.2e+03
iter=47710, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00011, gap=nan, nnz=33800(0.068), time=8.2e+03
iter=47715, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=9.6e-05, gap=nan, nnz=33820(0.068), time=8.2e+03
iter=47720, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00019, gap=nan, nnz=33816(0.068), time=8.2e+03
iter=47725, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00022, gap=nan, nnz=33804(0.068), time=8.2e+03
iter=47730, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00028, gap=nan, nnz=33813(0.068), time=8.2e+03
iter=47735, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00021, gap=nan, nnz=33768(0.068), time=8.2e+03
iter=47740, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00018, gap=nan, nnz=33760(0.068), time=8.2e+03
iter=47745, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00091, d_inf=0.00019, gap=nan, nnz=33697(0.068), time=8.2e+03
iter=47750, #inner=14, relaxed-p-obj=nan, decoded_t=3477.026, best_decoded=8115.652, eta=1, p_inf=0.00092, d_inf=0.00023, gap=nan, nnz=33722(0.068), time=8.2e+03
